"LABEL","PLATFORM","TYPE","RUSSIAN","ENGLISH","AMERICAN"
"CS_BARBARA_CODERED_ENG","All","Subtitle","Barbara: ''Code red! Batman and a child accomplice are attempting to infiltrate Arkham Asylum!''","Барбара: Красный код! Бэтмен и его юный сообщник пытаются проникнуть в лечебницу Аркхэм!","Барбара: Красный код! Бэтмен и его юный сообщник пытаются проникнуть в лечебницу Аркхэм!"
"CS_BARBARA_CODEREDBATMANAND_ENG","All","Subtitle","Barbara: Code red! Batman and a child accomplice are attempting to infiltrate Arkham Asylum!","Барбара: Красный код! Бэтмен и его юный сообщник пытаются проникнуть в лечебницу Аркхэм!","Барбара: Красный код! Бэтмен и его юный сообщник пытаются проникнуть в лечебницу Аркхэм!"
"CS_BARBARA_GASPS_ENG","All","Subtitle","Batgirl: (GASPS)","Бэтгёрл: (АХАЕТ)","Бэтгёрл: (АХАЕТ)"
"CS_BARBARA_GO_ENG","All","Subtitle","Batgirl: Go!","Бэтгёрл: Вперёд!","Бэтгёрл: Вперёд!"
"CS_BARBARA_GOODIDEA_ENG","All","Subtitle","Batgirl: Good idea.","Бэтгёрл: Хорошая идея.","Бэтгёрл: Хорошая идея."
"CS_BARBARA_HOPEFULLYWECAN_ENG","All","Subtitle","Barbara: Hopefully we can figure out how to get The Joker back.","Барбара: Надеюсь, мы придумаем, как вернуть Джокера обратно.","Барбара: Надеюсь, мы придумаем, как вернуть Джокера обратно."
"CS_BARBARA_IFILETYOUOUT_ENG","All","Subtitle","Barbara: If I let you out, Batman, it's on one condition.","Барбара: Если я тебя отпущу, Бэтмен, то только при одном условии.","Барбара: Если я тебя отпущу, Бэтмен, то только при одном условии."
"CS_BARBARA_IKNEWIT_ENG","All","Subtitle","Barbara: I knew it!","Барбара: Я так и знала!","Барбара: Я так и знала!"
"CS_BARBARA_INTENSEWORRIED_ENG","All","Subtitle","Batgirl: (INTENSE WORRIED NOISES)","Бэтгёрл: (ТРЕВОЖНО СОПИТ)","Бэтгёрл: (ТРЕВОЖНО СОПИТ)"
"CS_BARBARA_ITHINKITGOTTIRED_ENG","All","Subtitle","Batgirl: Maybe blowing up a bomb in its face wasn't such a good idea?","Бэтгёрл: Может, взрывать бомбу прямо у него перед носом было не лучшей идеей?","Бэтгёрл: Может, взрывать бомбу прямо у него перед носом было не лучшей идеей?"
"CS_BARBARA_ITSOVERNONOSE_ENG","All","Subtitle","Batgirl: It's over, no-nose! Give us the projector!","Бэтгёрл: Всё кончено, безносый! Отдавай проектор!","Бэтгёрл: Всё кончено, безносый! Отдавай проектор!"
"CS_BARBARA_IVEGOTTOARREST_ENG","All","Subtitle","Barbara: I've got to arrest you now, you know that?","Барбара: Теперь мне придётся тебя арестовать, ты ведь понимаешь?","Барбара: Теперь мне придётся тебя арестовать, ты ведь понимаешь?"
"CS_BARBARA_JOKERTRICKEDYOU_ENG","All","Subtitle","Barbara: The Joker tricked you into putting him in there. That's exactly what he wanted.","Барбара: Джокер обманом заставил тебя отправить его туда. Именно этого он и добивался.","Барбара: Джокер обманом заставил тебя отправить его туда. Именно этого он и добивался."
"CS_BARBARA_ME_ENG","All","Subtitle","Barbara: Me.","Барбара: Я.","Барбара: Я."
"CS_BARBARA_NO_ENG","All","Subtitle","Batgirl: No!!!","Бэтгёрл: Нет!!!","Бэтгёрл: Нет!!!"
"CS_BARBARA_NOJUSTTHEONEBUT_ENG","All","Subtitle","Batgirl: No, just the one. But it's really big.","Бэтгёрл: Нет, всего одна. Но она очень большая.","Бэтгёрл: Нет, всего одна. Но она очень большая."
"CS_BARBARA_NOYOUCANTDOTHIS_ENG","All","Subtitle","Batgirl: No! You can't do this on your own!","Бэтгёрл: Нет! Ты не можешь сделать это в одиночку!","Бэтгёрл: Нет! Ты не можешь сделать это в одиночку!"
"CS_BARBARA_OFFICERSTAKETHIS_ENG","All","Subtitle","Barbara: Officers, take this projector to the evidence room and keep it under 24 hour armed guard.","Барбара: Офицеры, отнесите этот проектор в комнату хранения улик и обеспечьте ему круглосуточную вооружённую охрану.","Барбара: Офицеры, отнесите этот проектор в комнату хранения улик и обеспечьте ему круглосуточную вооружённую охрану."
"CS_BARBARA_OHNOTHATSITTHATS_ENG","All","Subtitle","Barbara: Oh no! That's it. That's his plan.","Барбара: О нет! Вот оно. Это и есть его план.","Барбара: О нет! Вот оно. Это и есть его план."
"CS_BARBARA_OKAYGOODLUCKYOU_ENG","All","Subtitle","Batgirl: Okay. Good luck, you two.","Бэтгёрл: Ладно. Удачи вам двоим.","Бэтгёрл: Ладно. Удачи вам двоим."
"CS_BARBARA_OUTOFBREATH_ENG","All","Subtitle","Batgirl: (OUT OF BREATH BREATHING)","Бэтгёрл: (ТЯЖЕЛО ДЫШИТ)","Бэтгёрл: (ТЯЖЕЛО ДЫШИТ)"
"CS_BARBARA_PASSTHATOVERHERE_ENG","All","Subtitle","Batgirl: Pass that over here!","Бэтгёрл: Передай это сюда!","Бэтгёрл: Передай это сюда!"
"CS_BARBARA_ROBIN_ENG","All","Subtitle","Batgirl: Robin!","Бэтгёрл: Робин!","Бэтгёрл: Робин!"
"CS_BARBARA_SIGHS_ENG","All","Subtitle","Barbara: (SIGHS)","Барбара: (ВЗДЫХАЕТ)","Барбара: (ВЗДЫХАЕТ)"
"CS_BARBARA_STRUGGLES_ENG","All","Subtitle","Batgirl: (STRUGGLES)","Бэтгёрл: (ПЫТАЕТСЯ ВЫРВАТЬСЯ)","Бэтгёрл: (ПЫТАЕТСЯ ВЫРВАТЬСЯ)"
"CS_BARBARA_THEYVEGOTEYEONUS_ENG","All","Subtitle","Batgirl: They've got eye on us.","Бэтгёрл: Они нас засекли.","Бэтгёрл: Они нас засекли."
"CS_BARBARA_WAITAREWEJUST_ENG","All","Subtitle","Batgirl: Wait, are we just going to let these criminals go?","Бэтгёрл: Подожди, мы что, просто отпустим этих преступников?","Бэтгёрл: Подожди, мы что, просто отпустим этих преступников?"
"CS_BARBARA_WAITBATMAN_ENG","All","Subtitle","Barbara: Wait! Batman! Don't do it! That's what he wants--","Барбара: Стой! Бэтмен! Не делай этого! Именно этого он и хочет--","Барбара: Стой! Бэтмен! Не делай этого! Именно этого он и хочет--"
"CS_BARBARA_WAITISTHATTHE_ENG","All","Subtitle","Barbara: Wait, is that the Phantom Zone Pro--?","Барбара: Подожди, это же Проектор Призрачной зо--?","Барбара: Подожди, это же Проектор Призрачной зо--?"
"CS_BARBARA_WAITSOIDONTGETTO_ENG","All","Subtitle","Batgirl: Wait, so I don't get to choose my own name?","Бэтгёрл: Подожди, то есть мне даже нельзя выбрать себе имя?","Бэтгёрл: Подожди, то есть мне даже нельзя выбрать себе имя?"
"CS_BARBARA_WEALLDIDIT_ENG","All","Subtitle","Batgirl: We all did it.","Бэтгёрл: Мы все это сделали.","Бэтгёрл: Мы все это сделали."
"CS_BARBARA_WECANMOVEAROUND_ENG","All","Subtitle","Batgirl: We can move around without being seen!","Бэтгёрл: Мы можем передвигаться незаметно!","Бэтгёрл: Мы можем передвигаться незаметно!"
"CS_BARBARA_WEDIDIT_ENG","All","Subtitle","Batgirl: We did it!","Бэтгёрл: У нас получилось!","Бэтгёрл: У нас получилось!"
"CS_BARBARA_WELLONLYNEEDONE_ENG","All","Subtitle","Batgirl: We'll only need one of those. Hmm This might come in handy...","Бэтгёрл: Нам понадобится только один. Хм... Это может пригодиться...","Бэтгёрл: Нам понадобится только один. Хм... Это может пригодиться..."
"CS_BARBARA_WENEEDTOGETTHAT_ENG","All","Subtitle","Barbara: We need to get that projector!","Барбара: Нам нужно забрать этот проектор!","Барбара: Нам нужно забрать этот проектор!"
"CS_BARBARA_WEREGONNACRASH_ENG","All","Subtitle","Batgirl: We're gonna crash!","Бэтгёрл: Мы сейчас разобьёмся!","Бэтгёрл: Мы сейчас разобьёмся!"
"CS_BARBARA_WHATAREWEGOINGTO_ENG","All","Subtitle","Batgirl: What are we going to do?!","Бэтгёрл: Что же нам делать?!","Бэтгёрл: Что же нам делать?!"
"CS_BARBARA_WHATAREYOUDOING_ENG","All","Subtitle","Barbara: What are you doing here?","Барбара: Что ты здесь делаешь?","Барбара: Что ты здесь делаешь?"
"CS_BARBARA_WHATHOWDIDHEGET_ENG","All","Subtitle","Barbara: What?! How did he get out?!","Барбара: Что?! Как он выбрался?!","Барбара: Что?! Как он выбрался?!"
