"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","SPANISH","ITALIAN","DANISH","FRENCH CANADIAN","DUTCH","MEXICAN"
"CS_DALEK_TIMECAPSULEDETECTED_ENG","All","Subtitle","Dalek: Time capsule detected!","Dalek: Time capsule detected!","Dalek : Capsule temporelle détectée¬!","Dalek: Zeitkapsel geortet!","Dalek: ¡Cápsula temporal detectada!","Dalek: Rilevata capsula temporale!","Tidskapsel opdaget!","Dalek : Capsule temporelle détectée¬!","Dalek: Tijdcapsule gedetecteerd.","Dalek: ¡Cápsula del tiempo detectada!"
"CS_DALEK_UNAUTHORISED_ENG","All","Subtitle","Dalek: Unauthorised computer access detected!","Dalek: Unauthorised computer access detected!","Dalek : Détection d'un accès informatique non autorisé¬!","Dalek: Unautorisierter Computerzugriff festgestellt!","Dalek: ¡Acceso no autorizado al ordenador detectado!","Dalek: Rilevato accesso non autorizzato al computer!","Uautoriseret computeradgang opdaget.","Dalek : Détection d'un accès informatique non autorisé¬!","Dalek: Ongeautoriseerde toegang tot computer gedetecteerd.","Dalek: ¡Acceso no autorizado detectado!"
"CS_DALEK_WASITFOUR","All","Subtitle","Dalek: Was it four or five sugars, Doctor?","Dalek: Was it four or five sugars, Doctor?","Dalek : Avec quatre ou cinq sucres, Docteur¬?","Dalek: Waren es vier oder fünf Stück Zucker, Doktor¬...","Dalek: ¿Cuatro o cinco terrones de azúcar, Doctor?","Dalek: Erano quattro o cinque zollette di zucchero, Dottore?","Var det fire eller fem stykker sukker, doktor?","Dalek : Avec quatre ou cinq sucres, Docteur¬?","Dalek: Wilde je vier of vijf klontjes, Doctor?","Dalek: ¿Cuatro o cinco de azúcar, Doctor?"
"CS_DALEK_WEAPONSTARGETINGIS_ENG_ALT1","All","Subtitle","Dalek: Weapons targeting is being over-ridden! I cannot control! I cannot control!","Dalek: Weapons targeting is being over-ridden! I cannot control! I cannot control!","Dalek : Détournement inopiné du ciblage des armes¬! Contrôle impossible¬! Contrôle impossible¬!","Dalek: Waffenzielausrichtung wird überschrieben! Kann nicht steuern! Kann nicht steuern!","Dalek: ¡Manipulación del sistema de armas! ¡Fuera de control! ¡Fuera de control!","Dalek: Sistema di puntamento armi gestito in remoto! Non lo controllo! Non lo controllo!","Våbenmålsøgning bliver tilsidesat! Jeg kan ikke styre dem! Jeg kan ikke styre dem!","Dalek : Détournement inopiné du ciblage des armes¬! Contrôle impossible¬! Contrôle impossible¬!","Dalek: Wapens zijn overgenomen. Besturen onmogelijk.","Dalek: ¡Objetivos de armas anulados! ¡No puedo controlar! ¡No puedo controlar!"
"CS_DALEK_WEARETHESUPREMEBEINGS","All","Subtitle","Dalek: We are the supreme beings!","Dalek: We are the supreme beings!","Dalek : Nous sommes les êtres suprêmes¬!","Dalek: Wir sind überlegene Wesen.","Dalek: ¡Somos los seres supremos!","Dalek: Noi siamo le entità supreme!","Vi er overlegne skabninger!","Dalek : Nous sommes les êtres suprêmes¬!","Dalek: Wij zijn de opperwezens!","Dalek: ¡Somos los seres superiores!"
"CS_DALEK_WECANNOTOVERRIDETHE_ENG","All","Subtitle","Dalek: We cannot override The Doctor's commands!","Dalek: We cannot override The Doctor's commands!","Dalek : Nous ne pouvons pas ignorer les commandes du Docteur¬!","Dalek: Wir können die Befehle des Doktors nicht aufheben!","Dalek: ¡No podemos desobedecer las órdenes del Doctor!","Dalek: Non possiamo annullare gli ordini del Dottore!","Vi kan ikke tilsidesætte doktorens kommandoer!","Dalek : Nous ne pouvons pas ignorer les commandes du Docteur¬!","Dalek: We kunnen de bevelen van de Doctor niet onderdrukken.","Dalek: ¡No podemos anular las órdenes del Doctor!"
"CS_DALEK_YOUWILLBEEXTERMINATED","All","Subtitle","Dalek: You will be exterminated!","Dalek: You will be exterminated!","Dalek : Vous allez être exterminés¬!","Dalek: Ihr werdet eliminiert!","Dalek: ¡Seréis exterminados!","Dalek: Verrete sterminati!","I vil blive udryddet!","Dalek : Vous allez être exterminés¬!","Dalek: Jullie worden vernietigd!","Dalek: ¡Serán exterminados!"
"CS_DALEKEMPEROR_DOCTOR","All","Subtitle","Dalek Emperor: Doctor!","Dalek Emperor: Doctor!","Empereur Dalek : Docteur¬!","Dalek-Imperator: Doktor!","Emperador Dalek: ¡Doctor!","Imperatore Dalek: Dottore!","Doktor!","Empereur Dalek : Docteur¬!","Dalek Emperor: Doctor!","Emperador Dalek: ¡Doctor!"
"CS_DALEKEMPEROR_HIGHPITCHED_EXTERMINATEHIM","All","Subtitle","Dalek Emperor: Exterminate him!","Dalek Emperor: Exterminate him!","Empereur Dalek : Exterminez-le¬!","Dalek-Imperator: Eliminiert ihn!","Emperador Dalek: ¡Exterminadlo!","Imperatore Dalek: Sterminatelo!","Tilintetgør ham!","Empereur Dalek : Exterminez-le¬!","Dalek Emperor: Vernietig hem!","Emperador Dalek: ¡Extermínenlo!"
"CS_DALEKEMPEROR_SILENCE","All","Subtitle","Dalek Emperor: Silence!","Dalek Emperor: Silence!","Empereur Dalek : Silence¬!","Dalek-Imperator: Schweigt.","Emperador Dalek: ¡Silencio!","Imperatore Dalek: Silenzio!","Stilhed!","Empereur Dalek : Silence¬!","Dalek Emperor: Stilte!","Emperador Dalek: ¡Silencio!"
"CS_DALEKEMPEROR_THENYOUWILLBEEXTERMINATED","All","Subtitle","Dalek Emperor: Then you will be exterminated!","Dalek Emperor: Then you will be exterminated!","Empereur Dalek : Alors vous allez être exterminés¬!","Dalek-Imperator: Dann werdet ihr eliminiert.","Emperador Dalek: ¡Entonces seréis exterminados!","Imperatore Dalek: E allora verrete sterminati!","Så vil I blive tilintetgjort!","Empereur Dalek : Alors vous allez être exterminés¬!","Dalek Emperor: Dan worden jullie vernietigd!","Emperador Dalek: ¡Entonces serán exterminados!"
"CS_DALEKEMPEROR_YOUWILLPAYFORTHIS","All","Subtitle","Dalek Emperor: You will pay for this, Doctor!","Dalek Emperor: You will pay for this, Doctor!","Empereur Dalek : Vous me le payerez très cher, Docteur.","Dalek-Imperator: Dafür wirst du büßen, Doktor!","Emperador Dalek: ¡Pagarás por esto, Doctor!","Imperatore Dalek: La pagherai cara, Dottore!","Det skal du få betalt, doktor!","Empereur Dalek : Vous me le payerez très cher, Docteur.","Dalek Emperor: Je zult hiervoor boeten, Doctor!","Emperador Dalek: ¡Pagarás por esto, Doctor!"
"CS_DALEKEMPEROR_YOUWILLTELLUS","All","Subtitle","Dalek Emperor: You will tell us everything you know about the Doctor's plans.","Dalek Emperor: You will tell us everything you know about the Doctor's plans.","Empereur Dalek : Vous allez nous dire tout ce que vous savez sur les projets du Docteur.","Dalek-Imperator: Ihr werdet uns alles über die Pläne des Doktors verraten, was ihr wisst.","Emperador Dalek: Vais a contarnos cuanto sabéis de los planes del Doctor.","Imperatore Dalek: Ci direte tutto quello che sapete dei piani del Dottore.","I vil fortælle os alt, hvad I ved om doktorens planer.","Empereur Dalek : Vous allez nous dire tout ce que vous savez sur les projets du Docteur.","Dalek Emperor: Jij gaat ons alles vertellen over de plannen van de Doctor.","Emperador Dalek: Nos dirán todo lo que saben sobre los planes del Doctor."
"CS_DANA_GOODBYELOUIS_ENG","All","Subtitle","Dana Barrett: Goodbye, Louis!","Dana Barrett: Goodbye, Louis!","Dana Barrett : Au revoir, Louis¬!","Dana Barrett: Wiedersehen, Louis!","Dana Barrett: ¡Adiós, Louis!","Dana Barrett: Ciao, Louis!","Farvel, Louis!","Dana Barrett : Au revoir, Louis¬!","Dana Barrett: Tot ziens, Louis.","Dana Barrett: Adiós."
"CS_DANA_IDONTBELIEVETHIS_ENG","All","Subtitle","Dana Barrett: I don't believe this, will you please leave?","Dana Barrett: I don't believe this, will you please leave?","Dana Barrett : Ça, c'est pas croyable, maintenant partez s'il-vous-plaît.","Dana Barrett: Ich glaube das einfach nicht. Würden Sie bitte gehen?","Dana Barrett: Esto es increíble, ¿podrías marcharte?","Dana Barrett: Ah! È da non crederci. Per favore, se ne vuole andare?","Det var da utroligt. Er du sød at gå?","Dana Barrett : Ça, c'est pas croyable, maintenant partez s'il-vous-plaît.","Dana Barrett: Ik geloof er niks van. Zou je willen gaan?","Dana Barrett: No puedo creerlo, ¿puede irse de aquí, por favor?"
"CS_DANA_NEW_SCREAM","All","Subtitle","¬","¬","¬","¬","¬","¬","¬","¬","¬","¬"
"CS_DANA_OHHIYESLOUIS_ENG","All","Subtitle","Dana Barrett: Oh, hi! Yes, Louis, it's me.","Dana Barrett: Oh, hi! Yes, Louis, it's me.","Dana Barrett : Oh, salut Louis. Oui c'est moi.","Dana Barrett: Oh, hi. Ja, Louis, ich bin es.","Dana Barrett: ¡Hola! Sí, Louis, soy yo.","Dana Barrett: Ciao Louis, sì, sono io!","Åh, hej. Ja, Louis, det er mig.","Dana Barrett : Oh, salut Louis. Oui c'est moi.","Dana Barrett: Hoi. Klopt, Louis.","Dana Barrett: ¡Ay! Hola, Louis, soy yo."
"CS_DANA_OKAY_ENG","All","Subtitle","Dana Barrett: Okay...","Dana Barrett: Okay...","Dana Barrett : Oui, d'accord...","Dana Barrett: Okay.","Dana Barrett: Vale...","Dana Barrett: OK...","Okay ...","Dana Barrett : Oui, d'accord...","Dana Barrett: Oké.","Dana Barrett: De acuerdo."
"CS_DANA_THATSSTRANGE_ENG","All","Subtitle","Dana Barrett: That's strange...","Dana Barrett: That's strange...","Dana Barrett : C'est bizarre...","Dana Barrett: Eigenartig.","Dana Barrett: Qué raro...","Dana Barrett: Che strano...","Det var sært...","Dana Barrett : C'est bizarre...","Dana Barrett: Dat is vreemd.","Dana Barrett: Qué raro..."
"CS_DANA_WHEREAMI_ENG","All","Subtitle","Dana Barrett: Where am I?","Dana Barrett: Where am I?","Dana Barrett : Je suis où, là¬?","Dana Barrett: Wo bin ich?","Dana Barrett: ¿Dónde estoy?","Dana Barrett: Oh... Dove sono?","Hvor er jeg?","Dana Barrett : Je suis où, là¬?","Dana Barrett: Waar ben ik?","Dana Barrett: Ay. ¿Dónde estoy?"
"CS_DARKMAGICIAN_NOBUTITSNOT_A_ENG","All","Subtitle","Dark Magician: No! But it's not good either... it's er...","Dark Magician: No! But it's not good either... it's er...","Magicien noir : Non¬! Mais elle... elle me dérange... euh, elle-elle...","Dunkler Magier: Nein! Aber sie ist auch nicht gut, sie ist, äh¬...","Mago Oscuro: ¡No! Pero tampoco es buena... Es...","Mago Oscuro: No! Non è né buona, né cattiva, è...","Nej! Men den er heller ikke god. Den er ...","Magicien noir : Non¬! Mais elle... elle me dérange... euh, elle-elle...","Duistere Tovenaar: Nee, maar hij is ook niet lief. Hij is...","Mago Oscuro: ¡No! Pero... no es buena tampoco... Es..."
"CS_DARKMAGICIAN_NOBUTITSNOT_B_ENG","All","Subtitle","Dark Magician: Neutral... will ya' slay it?","Dark Magician: Neutral... will ya' slay it?","Magicien noir : Elle sert à rien. Alors, tu vas la tuer¬?","Dunkler Magier: Neutral. Erschlägst du sie?","Mago Oscuro: Neutral... ¿La matarás?","Mago Oscuro: neutra. La ucciderai?","neutral. Vil du dræbe den?","Magicien noir : Elle sert à rien. Alors, tu vas la tuer¬?","Duistere Tovenaar: Neutraal. Zul je hem doden?","Mago Oscuro: neutral... ¿La matarás?"
"CS_DARKMAGICIAN_NOWASONELAST_A_ENG","All","Subtitle","Dark Magician: Now as one last, last trial...","Dark Magician: Now as one last, last trial...","Magicien noir : Hé... Ta toute, toute dernière épreuve...","Dunkler Magier: Und nun, als allerallerletzte Prüfung¬...","Mago Oscuro: Ahora, la prueba final de verdad...","Mago Oscuro: E ora, come ultima, ultima, ultimissima prova...","Nu, som den sidste, sidste prøve ...","Magicien noir : Hé... Ta toute, toute dernière épreuve...","Duistere Tovenaar: En de aller, aller, allerlaatste proef...","Mago Oscuro: Como una última, última, última prueba..."
"CS_DARKMAGICIAN_NOWASONELAST_B_ENG","All","Subtitle","Dark Magician: Slay this ant!","Dark Magician: Slay this ant!","Magicien noir : Tue cette fourmi.","Dunkler Magier: Erschlage die Ameise!","Mago Oscuro: ¡Mata a esta hormiga!","Mago Oscuro: abbatti questa formica!","Dræb denne myre!","Magicien noir : Tue cette fourmi.","Duistere Tovenaar: Dood deze mier.","Mago Oscuro: ¡Mata a esta hormiga!"
"CS_DARKMAGICIAN_UHOH_ENG","All","Subtitle","Dark Magician: Uh oh.","Dark Magician: Uh oh.","Magicien noir : Oh oh.","Dunkler Magier: Oh-oh!","Mago Oscuro: Oh, oh.","Mago Oscuro: Uh oh...","¬","Magicien noir : Oh oh.","Duistere Tovenaar: O, jee.","Mago Oscuro: Ah, ah."
"CS_DATA_AAAGH_ENG","All","Subtitle","¬","¬","¬","¬","¬","¬","¬","¬","¬","¬"
"CS_DATA_DONTPUSHIT_ENG","All","Subtitle","Data: Don't push it!","Data: Don't push it!","Data : Poussez pas¬!","Data: Lass das!","Data: ¡No empujes!","Data: Non spingere!","Pas nu på!","Data : Poussez pas¬!","Data: Niet duwen.","Data: ¡No empujes!"
"CS_DATA_DYNAMITE_ENG","All","Subtitle","Data: DYNAMITE!","Data: DYNAMITE!","Data : DYNAMITE¬!","Data: DYNAMIT!","Data: ¡¡Dinamita!!","Data: DINAMITE!","Dynamit!","Data : DYNAMITE¬!","Data: Dynamiet.","Data: ¡DINAMITA!"
"CS_DATA_HEYTHISISAFUNNY_ENG","All","Subtitle","Data: Hey, this is a funny candle. It's sparkling...","Data: Hey, this is a funny candle. It's sparkling...","Data : Hé, elle fait des étincelles, cette bougie...","Data: Komische Kerze, sie sprüht Funken¬...","Data: Qué vela tan rara. Suelta chispas...","Data: Ehi, che strana candela. Fa le scintille...","Det er da et spøjst lys. Det slår gnister ...","Data : Hé, elle fait des étincelles, cette bougie...","Data: Hé, wat een grappige kaars. Hij knettert.","Data: Mira, qué vela más curiosa. Echa chispas..."
"CS_DATA_IVEGOTTHELASTCANDLE_ENG","All","Subtitle","Data: I've got the last candle.","Data: I've got the last candle.","Data : J'ai encore une bougie.","Data: Die letzte Kerze.","Data: Tengo la última vela.","Data: Ho l'ultima candela.","Jeg har det sidste lys.","Data : J'ai encore une bougie.","Data: Ik heb de laatste kaars.","Data: Tengo la última vela."
"CS_DATA_NOANDYNOBODYPUSHES_A_ENG","All","Subtitle","Data: No! Andy!","Data: No! Andy!","Data : Non¬! Andy¬!","Data: Nein! Andy!","Data: ¡No! ¡Andy!","Data: No! Andy!","Nej! Andy!","Data : Non¬! Andy¬!","Data: Nee. Andy!","Data: ¡No! ¡Andy!"
"CS_DATA_NOANDYNOBODYPUSHES_B_ENG","All","Subtitle","Data: Nobody pushes Data! Even Data don't push Data!","Data: Nobody pushes Data! Even Data don't push Data!","Data : Personne ne pousse Data¬! Même Data ne se pousse pas¬!","Data: Niemand schubst Data! Nicht mal Data schubst Data!","Data: ¡Nadie empuja a Data! ¡Ni siquiera Data!","Data: Nessuno spinge Data! Nemmeno Data spinge Data!","Ingen skubber til Data! Selv Data skubber ikke til Data!","Data : Personne ne pousse Data¬! Même Data ne se pousse pas¬!","Data: Niemand mag Data duwen. Zelfs Data mag Data niet duwen.","Data: ¡Nadie empuja a Data! ¡Ni siquiera Data empuja a Data!"
"CS_DATA_THEOCTOPUSWASVERY_ENG","All","Subtitle","Data: The octopus was very scary...","Data: The octopus was very scary...","Data : La grosse pieuvre nous a fait très peur...","Data: Der Polyp war wirklich grässlich¬...","Data: El pulpo daba mucho miedo...","Data: La piovra era davvero spaventosa...","Blæksprutten var rigtigt uhyggelig.","Data : La grosse pieuvre nous a fait très peur...","Data: De octopus was vet eng...","Data: El pulpo daba mucho miedo..."
"CS_DATA_YEAH_ENG","All","Subtitle","Data: Yeah.","Data: Yeah.","Data : Oui.","Data: Ja.","Data: Sí.","Data: Sì.","Ja.","Data : Oui.","Data: Ja.","Data: Ajá."
"CS_DATA_YEEAH_ENG","All","Subtitle","¬","¬","¬","¬","¬","¬","¬","¬","¬","¬"
"CS_DAVROS_CALLEDOUTCURSEYOU_ALT2_ENG","All","Subtitle","Davros: Curse you, Doctor!","Davros: Curse you, Doctor!","Davros : Allez au diable, Docteur¬!","Davros: Sei verflucht, Doktor!","Davros: ¡Maldito seas, Doctor!","Davros: Maledizione a te, Dottore!","Forbandet være dig, doktor!","Davros : Allez au diable, Docteur¬!","Davros: Ik vervloek je, Doctor.","Davros: ¡Te maldigo, Doctor!"
"CS_DAVROS_IHAVEGIVENTHEMNEW_ALT3_ENG","All","Subtitle","Davros: I have... Given them new employment.","Davros: I have... Given them new employment.","Davros : Je leur ai... offert un emploi... différent.","Davros: Ich gab ihnen eine neue Berufung.","Davros: Les he... dado un empleo nuevo.","Davros: Ho dato loro un... nuovo impiego.","Jeg har ... givet dem nye jobs.","Davros : Je leur ai... offert un emploi... différent.","Davros: Ik heb ze nieuw werk gegeven.","Davros: Les... di a ellos un nuevo empleo."
"CS_DAVROS_NOSTOPIAMYOUR_ALT_ENG","All","Subtitle","Davros: No! Stop! I am your creator!","Davros: No! Stop! I am your creator!","Davros : Non¬! Arrêtez¬! Je suis votre créateur¬!","Davros: Nein! Stopp! Ich bin euer Schöpfer!","Davros: ¡No! ¡Parad! ¡Soy vuestro creador!","Davros: No! Fermi! Sono il vostro creatore!","Nej! Stop! Jeg er jeres skaber!","Davros : Non¬! Arrêtez¬! Je suis votre créateur¬!","Davros: Nee. Stop. Ik ben jullie schepper.","Davros: ¡No! ¡Alto! ¡Soy tu creador!"
"CS_DAVROS_SOFTLY_ALT2_ENG","All","Subtitle","Davros: Oh, I think we can up that to one-hundred percent. However, I give you my word - this time...","Davros: Oh, I think we can up that to one-hundred percent. However, I give you my word - this time...","Davros : Oh, je pense qu'on peut monter à 100¬%. Néanmoins, je vous en donne ma parole. Cette fois...","Davros: Oh, ich glaube, es sind eher einhundert Prozent. Allerdings gebe ich euch mein Wort - diesmal ...","Davros: Oh, creo que podemos subirlo al cien por cien. Sin embargo, juro que esta vez...","Davros: Oh, credo che potremmo dire cento percento. Questa volta, vi do la mia parola...","Jeg tror, at vi kan hæve dén til 100 procent. Men tro mig - jeg giver dig mit ord: Denne gang -","Davros : Oh, je pense qu'on peut monter à 100¬%. Néanmoins, je vous en donne ma parole. Cette fois...","Davros: Daar kunnen we wel honderd procent van maken. Maar ik zweer het, deze keer...","Davros: Ah, creo que podemos subirlo al 100 %. Sin embargo, te doy mi palabra, esta vez..."
